OBJECTID;ACC_ID;ACC_ESTAT;ACC_CODI_NAT;ACC_GRAVETAT;ACC_DATA;ACC_HORA;ACC_DEMARCACIO;ACC_ZONA;ACC_CARRETERA;ACC_PK;ACC_POS_;ACC_MUNICIPI;ACC_NOM_CARRER;ACC_NUM_PORTAL;ACC_NOM_CARRER2;ACC_PK_;ACC_OFFSET_;ACC_X_;ACC_Y_;ACC_SCORE_;ACC_ADREÇA_NORMALITZADA_;ACC_CARRETERA_;ACC_PKFORMAT_;ACC_NOM_DIA_ACC;ACC_TIPUS_DIA_ACC;ACC_NUM_MORTS;ACC_NUM_MORTS_30DIES;ACC_NUM_VICTIMES_GREUS;ACC_NUM_VICTIMES_LLEUS;ACC_NUM_ILLESOS;ACC_NUM_UNITATS_IMPLI;ACC_TIPUS;ACC_TIPUS_VIA;ACC_NUM_PERS_IMPLI;ACC_ANY;ACC_DIASET;ACC_SUBZONA;ACC_TIPUS_POSICIONAMENT_;ACC_SUBTIPUS_ACCIDENT;ACC_NUM_VICTIMES;ACC_DEMARCACIO_ID;ACC_COMARCA_ID;ACC_COMARCA;ACC_SUPERFICIE;ACC_LLUMINOSITAT;ACC_BOIRA;ACC_VISIBILITAT;ACC_CIRCULACIO;ACC_CIRCULACIO_MESURES_ESP;ACC_AMB_FUGA;ACC_VENT;ACC_INFLUIT_CARACT_ENTORN;ACC_INFLUIT_FERM_CALCADA;ACC_INFLUIT_SOLCS_RASES;ACC_INFLUIT_OBJ_CALCADA;ACC_INFLUIT_LLUMINOSITAT;ACC_CLIMATOLOGIA;ACC_INFLUIT_ESTAT_CLIMA;ACC_INFLUIT_BOIRA;ACC_INFLUIT_VISIBILITAT;ACC_INFLUIT_CIRCULACIO;ACC_INFLUIT_MESU_ESP;ACC_POSICIO_VEHICLES_VIA;ACC_POSICIO_VEHICLES_CALCADA;ACC_POSICIO_VEHICLES_CARRIL;ACC_SENTIT_VEHICLES;ACC_COORD_GEO_IMPACTE;ACC_COORD_GEO_IMPACTE_X_;ACC_COORD_GEO_IMPACTE_Y_;ACC_CORRECCIO_MANUAL_DIBA_;ACC_INFORME_SIDAT;SHAPE;x;y
264;2023008183;Accidents tancats;000569/23/ARTCENTRAL;Accident lleu;de març 4, 2023;17.35;Barcelona;Carretera;C-1413B;19;18963;BELANYA;0;;99;18;1045;435852;4628906;;;C-1413b;18+1045;CapDeSetmana;dis;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;6;Carretera;Per Coordenades;Resta sortides de via;1;8;24;Osona;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0435852.25,4628906.68;435852;4628906;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023008183"" target=""_blank"">Informe SIDAT</a>";;435852;4628906
265;2023017551;Accidents tancats;001373/23/ARTMETROPO;Accident lleu;de maig 14, 2023;12.59;Barcelona;Carretera;C-243B;5.8;5856;CASTELLVI DE ROSANES;0;;99;5;817;407223;4589273;;;C-243b;5+817;CapDeSetmana;dg;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;7;Carretera;Per Coordenades;Caiguda en la via;1;8;11;Baix Llobregat;Relliscós;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;Si;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0407223.91,4589273.84;407223;4589273;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023017551"" target=""_blank"">Informe SIDAT</a>";;407223;4589273
266;2023022093;Accidents tancats;001680/23/ARTMETROPO;Accident lleu;de juny 16, 2023;6.48;Barcelona;Carretera;C-243B;3.7;3794;CASTELLVI DE ROSANES;0;;99;3;697;408421;4589728;;;C-243b;3+697;Feiners;div;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;5;Carretera;Per Coordenades;Resta sortides de via;1;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0408421.91,4589728.83;408421;4589728;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023022093"" target=""_blank"">Informe SIDAT</a>";;408421;4589728
267;2023042943;Accidents tancats;003702/23/ARTMETROPO;Accident lleu;de desembre 31, 2023;12.44;Barcelona;Carretera;BV-2122;2;1997;TORRELLES DE FOIX;0;;99;1;1004;381267;4582450;;;BV-2122;1+1004;CapDeSetmana;dg;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;7;Carretera;Per Coordenades;Resta sortides de via;1;8;3;Alt Penedes;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0381267.81,4582450.03;381267;4582450;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023042943"" target=""_blank"">Informe SIDAT</a>";;381267;4582450
268;2023040180;Accidents tancats;004156/23/ARTMNORD;Accident greu;de desembre 5, 2023;20.06;Barcelona;Carretera;B-150;3.2;3109;CASTELLBISBAL;0;;Avda. Gaudí;3;186;415218;4592145;;;B-150;3+186;Feiners;dill-dij;0;0;1;0;1;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;2;Carretera;Per Coordenades;Fregament o col·lisió lateral;1;8;40;Valles Occidental;Sec i net;De nit, sense llum artificial;No n'hi ha;Sense especificar;Circulació fluïda;No n'hi ha;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;Vehicles circulaven mateixa via;Vehicles circulaven mateixa via;Vehicles circulaven vies diferents;Vehicles circulaven sentit diferent;0415218.94,4592145.78;415218;4592145;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023040180"" target=""_blank"">Informe SIDAT</a>";;415218;4592145
269;2023024218;Accidents tancats;002349/23/ARTMNORD;Accident lleu;de juliol 13, 2023;19.13;Barcelona;Carretera;BV-5159;3.5;3521;VILANOVA DEL VALLES;0;;99;3;505;441876;4602171;;;BV-5159;3+505;Feiners;dill-dij;0;0;0;1;4;4;Col.lisió de vehicles en marxa;Carretera convencional;5;2023;4;Carretera;Per Coordenades;Encalç;1;8;41;Valles Oriental;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0441876.06,4602171.60;441876;4602171;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023024218"" target=""_blank"">Informe SIDAT</a>";;441876;4602171
270;2023013162;Accidents tancats;000851/23/ARTCENTRAL;Accident lleu;d’abril 2, 2023;11.14;Barcelona;Carretera;BV-5207;7.5;7448;TAVERTET;0;;99;7;496;449646;4649929;;;BV-5207;7+496;CapDeSetmana;dg;0;0;0;1;1;1;Sortida de la calcada sense especificar;Carretera convencional;2;2023;7;Carretera;Per Coordenades;Resta sortides de via;1;8;24;Osona;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0449646.43,4649929.61;449646;4649929;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023013162"" target=""_blank"">Informe SIDAT</a>";;449646;4649929
271;2023008179;Accidents tancats;000566/23/ARTCENTRAL;Accident lleu;de març 4, 2023;15.18;Barcelona;Carretera;C-16;90.5;90631;OLVAN;0;;99;90;631;406903;4655464;;;C-16z;90+631;CapDeSetmana;dis;0;0;0;2;0;1;Sortida de la calcada sense especificar;Carretera convencional;2;2023;6;Carretera;Per Coordenades;Resta sortides de via;2;8;14;Bergueda;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0406903.41,4655464.94;406903;4655464;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023008179"" target=""_blank"">Informe SIDAT</a>";;406903;4655464
272;2023013509;Accidents tancats;000849/23/ARTCENTRAL;Accident lleu;d’abril 2, 2023;12.52;Barcelona;Carretera;BP-1101;2.1;2050;BRUC, EL;0;;99;2;95;397018;4607781;;;BP-1101;2+95;CapDeSetmana;dg;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;7;Carretera;Per Coordenades;Caiguda en la via;1;8;6;Anoia;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0397018.03,4607781.95;397018;4607781;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023013509"" target=""_blank"">Informe SIDAT</a>";;397018;4607781
273;2023017157;Accidents tancats;001390/23/ARTMNORD;Accident lleu;d’abril 28, 2023;9.06;Barcelona;Carretera;BV-1221;2.3;2362;TERRASSA;0;;99;2;296;418257;4604730;;;BV-1221;2+296;Feiners;div;0;0;0;1;2;2;Col.lisió de vehicles en marxa;Carretera convencional;3;2023;5;Carretera;Per Coordenades;Envestida (frontal lateral);1;8;40;Valles Occidental;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0418257.04,4604730.78;418257;4604730;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023017157"" target=""_blank"">Informe SIDAT</a>";;418257;4604730
274;2023021695;Accidents tancats;001677/23/ARTCENTRAL;Accident lleu;de juny 16, 2023;19.05;Barcelona;Carretera;BP-1101;2.5;2454;BRUC, EL;0;;99;2;499;396734;4607938;;;BP-1101;2+499;CapDeSetmana;div;0;0;0;2;0;1;Sortida de la calcada sense especificar;Carretera convencional;2;2023;5;Carretera;Per Coordenades;Resta sortides de via;2;8;6;Anoia;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0396734.03,4607938.95;396734;4607938;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023021695"" target=""_blank"">Informe SIDAT</a>";;396734;4607938
275;2023021814;Accidents tancats;002041/23/ARTMNORD;Accident lleu;de juny 18, 2023;16.03;Barcelona;Carretera;BV-5106;3.2;3155;ROCA DEL VALLES, LA;0;;99;3;218;445305;4601978;;;BV-5106;3+218;CapDeSetmana;dg;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;7;Carretera;Per Coordenades;Caiguda en la via;1;8;41;Valles Oriental;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0445305.06,4601978.57;445305;4601978;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023021814"" target=""_blank"">Informe SIDAT</a>";;445305;4601978
276;2023002045;Accidents tancats;000150/23/ARTCENTRAL;Accident lleu;de gener 15, 2023;17.05;Barcelona;Carretera;BV-4608;18.8;18768;MASIES DE VOLTREGA,LES;0;;99;18;867;437121;4650944;;;BV-4608;18+867;CapDeSetmana;dg;0;0;0;1;2;1;Sortida de la calcada sense especificar;Carretera convencional;3;2023;7;Carretera;Per Coordenades;Resta sortides de via;1;8;24;Osona;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0437121.42,4650944.71;437121;4650944;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023002045"" target=""_blank"">Informe SIDAT</a>";;437121;4650944
277;2023022430;Accidents tancats;001747/23/ARTCENTRAL;Accident lleu;de juny 24, 2023;10.46;Barcelona;Carretera;C-1411;58.8;58781;PUIG-REIG;0;;99;58;766;407238;4645665;;;C-1411z;58+766;CapDeSetmana;dis;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;6;Carretera;Per Coordenades;Caiguda en la via;1;8;14;Bergueda;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0407238.33,4645665.93;407238;4645665;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023022430"" target=""_blank"">Informe SIDAT</a>";;407238;4645665
278;2023028233;Accidents tancats;002234/23/ARTCENTRAL;Accident lleu;d’agost 12, 2023;20.45;Barcelona;Carretera;BV-1031;5.9;5517;RUBIO;0;;99;5;902;381909;4614931;;;BV-1031;5+902;CapDeSetmana;dis;0;0;0;1;2;1;Sortida de la calcada sense especificar;Carretera convencional;3;2023;6;Carretera;Per Coordenades;Resta sortides de via;1;8;6;Anoia;Sec i net;Alba o capvespre;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0381909.06,4614931.07;381909;4614931;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023028233"" target=""_blank"">Informe SIDAT</a>";;381909;4614931
279;2023016279;Accidents tancats;001228/23/ARTMETROPO;Accident lleu;de maig 2, 2023;12.4;Barcelona;Carretera;BV-2002;3.5;3339;SANTA COLOMA DE CERV;0;;99;3;545;418079;4581116;;;BV-2002;3+545;Feiners;dill-dij;0;0;0;2;2;3;Altres;Carretera convencional;4;2023;2;Carretera;Per Coordenades;Altres;2;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0418079.86,4581116.74;418079;4581116;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023016279"" target=""_blank"">Informe SIDAT</a>";;418079;4581116
280;2023041382;Accidents tancats;003531/23/ARTMETROPO;Accident lleu;de desembre 16, 2023;20;Barcelona;Carretera;C-243B;3.8;3893;CASTELLVI DE ROSANES;0;;99;3;797;408347;4589662;;;C-243b;3+797;CapDeSetmana;dis;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;6;Carretera;Per Coordenades;Caiguda en la via;1;8;11;Baix Llobregat;Relliscós;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;Si;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0408347.91,4589662.83;408347;4589662;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023041382"" target=""_blank"">Informe SIDAT</a>";;408347;4589662
281;2023029805;Accidents tancats;002925/23/ARTMNORD;Accident lleu;de setembre 6, 2023;19.39;Barcelona;Carretera;BV-5011;5.8;5509;BADALONA;0;;99;5;805;434713;4592729;;;BV-5011;5+805;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;3;Carretera;Per Coordenades;Col·lisió frontal;1;8;13;Barcelones;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0434713.97,4592729.64;434713;4592729;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023029805"" target=""_blank"">Informe SIDAT</a>";;434713;4592729
282;2023030595;Accidents tancats;002516/23/ARTCENTRAL;Accident greu;de setembre 14, 2023;9.14;Barcelona;Carretera;BP-4654;8.5;8431;SANT AGUSTI DE LLUCA;0;;NA;8;508;428243;4659495;;;BP-4654;8+508;Feiners;dill-dij;0;0;1;0;1;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;4;Carretera;Per Coordenades;Envestida (frontal lateral);1;8;24;Osona;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Circulació escassa;No n'hi ha;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0428243.47,4659495.79;428243;4659495;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023030595"" target=""_blank"">Informe SIDAT</a>";;428243;4659495
283;2023004659;Accidents tancats;000293/23/ARTMNORD;Accident lleu;de gener 24, 2023;20.09;Barcelona;Carretera;BV-1203;2;1972;ULLASTRELL;0;;99;1;973;414161;4597857;;;BV-1203;1+973;Feiners;dill-dij;0;0;0;1;0;1;Col.lisió d'un vehicle contra un obstacle de la calcada;Carretera convencional;1;2023;2;Carretera;Per Coordenades;Xoc amb animal a la calçada;1;8;40;Valles Occidental;Sec i net;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0414161.98,4597857.80;414161;4597857;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023004659"" target=""_blank"">Informe SIDAT</a>";;414161;4597857
284;2023033702;Accidents tancats;002699/23/ARTMETROPO;Accident lleu;de setembre 30, 2023;11.46;Barcelona;Carretera;BV-2002;3;2836;SANT VICENC DELS HORTS;0;;99;3;43;417866;4581557;;;BV-2002;3+43;CapDeSetmana;dis;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;6;Carretera;Per Coordenades;Caiguda en la via;1;8;11;Baix Llobregat;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0417866.86,4581557.75;417866;4581557;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023033702"" target=""_blank"">Informe SIDAT</a>";;417866;4581557
285;2023021699;Accidents tancats;001691/23/ARTMETROPO;Accident lleu;de juny 17, 2023;22.33;Barcelona;Carretera;BV-2304;3.1;3074;MEDIONA;0;;99;3;100;391030;4592692;;;BV-2304;3+100;CapDeSetmana;div;0;0;0;2;1;2;Col.lisió de vehicles en marxa;Carretera convencional;3;2023;5;Carretera;Per Coordenades;Envestida (frontal lateral);2;8;3;Alt Penedes;Sec i net;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0391030.91,4592692.97;391030;4592692;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023021699"" target=""_blank"">Informe SIDAT</a>";;391030;4592692
286;2023028847;Accidents tancats;002757/23/ARTMNORD;Accident lleu;d’agost 20, 2023;15.38;Barcelona;Carretera;BV-5128;22.6;22606;SANT ISCLE DE VALLAL;0;;99;22;561;464612;4607887;;;BV-5128;22+561;CapDeSetmana;dg;0;0;0;1;3;2;Altres;Carretera convencional;4;2023;7;Carretera;Per Coordenades;Altres;1;8;21;Maresme;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0464612.14,4607887.43;464612;4607887;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023028847"" target=""_blank"">Informe SIDAT</a>";;464612;4607887
287;2023003100;Accidents tancats;000201/23/ARTCENTRAL;Accident lleu;de gener 20, 2023;0.51;Barcelona;Carretera;BV-1221;10.8;10647;MURA;0;;99;10;671;415079;4611474;;;BV-1221;10+671;Feiners;div;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;5;Carretera;Per Coordenades;Resta sortides de via;1;8;7;Bages;Mullat;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Vent moderat;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0415079.09,4611474.81;415079;4611474;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023003100"" target=""_blank"">Informe SIDAT</a>";;415079;4611474
288;2023032612;Accidents tancats;003245/23/ARTMNORD;Accident lleu;d’octubre 2, 2023;17.2;Barcelona;Carretera;BV-5001;10.4;10372;SANT FOST DE CAMPSEN;0;;99;10;383;433837;4595206;;;BV-5001;10+383;Feiners;dill-dij;0;0;0;1;2;2;Bolcada a la calcada;Carretera convencional;3;2023;1;Carretera;Per Coordenades;Caiguda en la via;1;8;41;Valles Oriental;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0433837.99,4595206.65;433837;4595206;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023032612"" target=""_blank"">Informe SIDAT</a>";;433837;4595206
289;2023032203;Accidents tancats;003240/23/ARTMNORD;Accident lleu;d’octubre 1, 2023;20.55;Barcelona;Zona urbana;SE;;1790;PARETS DEL VALLES;0;;99;1;790;436010;4602281;;;BV-1604;1+790;CapDeSetmana;dg;0;0;0;3;3;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);6;2023;7;Zona urbana;Per Coordenades;Envestida (frontal lateral);3;8;41;Valles Oriental;Sec i net;Alba o capvespre;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;Si;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0436010.28,4602281.16;436010;4602281;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023032203"" target=""_blank"">Informe SIDAT</a>";;436010;4602281
290;2023014863;Accidents tancats;001052/23/ARTCENTRAL;Accident lleu;d’abril 21, 2023;20.42;Barcelona;Carretera;BV-5306;4;4090;MALLA;0;;99;4;63;437672;4636832;;;BV-5306;4+63;CapDeSetmana;div;0;0;0;2;0;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;5;Carretera;Per Coordenades;Envestida (frontal lateral);2;8;24;Osona;Sec i net;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0437672.31,4636832.68;437672;4636832;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023014863"" target=""_blank"">Informe SIDAT</a>";;437672;4636832
291;2023041310;Accidents tancats;003497/23/ARTCENTRAL;Accident lleu;de desembre 9, 2023;7.53;Barcelona;Carretera;BV-3008;2.8;2830;FONOLLOSA;0;;99;2;794;398296;4623036;;;BV-3008;2+794;CapDeSetmana;dis;0;0;0;1;0;1;Col.lisió d'un vehicle contra un obstacle de la calcada;Carretera convencional;1;2023;6;Carretera;Per Coordenades;Xoc amb animal a la calçada;1;8;7;Bages;Gelat;Alba o capvespre;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0398296.15,4623036.96;398296;4623036;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023041310"" target=""_blank"">Informe SIDAT</a>";;398296;4623036
292;2023012874;Accidents tancats;000903/23/ARTCENTRAL;Accident lleu;d’abril 8, 2023;11.31;Barcelona;Carretera;BV-5207;8.3;8238;TAVERTET;0;;99;8;297;449664;4649215;;;BV-5207;8+297;CapDeSetmana;dis;0;0;0;1;1;1;Bolcada a la calcada;Carretera convencional;2;2023;6;Carretera;Per Coordenades;Caiguda en la via;1;8;24;Osona;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0449664.43,4649215.61;449664;4649215;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023012874"" target=""_blank"">Informe SIDAT</a>";;449664;4649215
293;2023029282;Accidents tancats;002873/23/ARTMNORD;Accident lleu;d’agost 31, 2023;16.43;Barcelona;Carretera;BV-5011;6.3;6021;MONTCADA I REIXAC;0;;99;6;215;434362;4592706;;;BV-5011;6+215;Feiners;dill-dij;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;4;Carretera;Per Coordenades;Caiguda en la via;1;8;40;Valles Occidental;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0434362.97,4592706.64;434362;4592706;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023029282"" target=""_blank"">Informe SIDAT</a>";;434362;4592706
294;2023004660;Accidents tancats;000314/23/ARTMNORD;Accident lleu;de gener 25, 2023;19.37;Barcelona;Carretera;B-151;5.8;5774;CASTELLBISBAL;0;;99;5;768;415091;4594609;;;B-151;5+768;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;3;Carretera;Per Coordenades;Col·lisió frontal;1;8;40;Valles Occidental;Sec i net;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0415091.96,4594609.79;415091;4594609;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023004660"" target=""_blank"">Informe SIDAT</a>";;415091;4594609
295;2023021322;Accidents tancats;001939/23/ARTMNORD;Accident lleu;de juny 9, 2023;9.2;Barcelona;Carretera;BV-1221;5.7;5845;MATADEPERA;0;;99;5;708;417126;4607556;;;BV-1221;5+708;Feiners;div;0;0;0;2;0;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;5;Carretera;Per Coordenades;Col·lisió frontal;2;8;40;Valles Occidental;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0417126.06,4607556.79;417126;4607556;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023021322"" target=""_blank"">Informe SIDAT</a>";;417126;4607556
296;2023004654;Accidents tancats;000118/23/ARTMNORD;Accident lleu;de gener 10, 2023;16.47;Barcelona;Carretera;BP-1432;26.5;26447;BIGUES I RIELLS;0;;99;26;478;435908;4613127;;;BP-1432;26+478;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;2;Carretera;Per Coordenades;Encalç;1;8;41;Valles Oriental;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0435908.13,4613127.66;435908;4613127;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023004654"" target=""_blank"">Informe SIDAT</a>";;435908;4613127
297;2023016829;Accidents tancats;001242/23/ARTCENTRAL;Accident lleu;de maig 7, 2023;21.3;Barcelona;Carretera;BV-2135;1.6;1584;TORRE DE CLARAMUNT,LA;0;;99;1;600;388754;4596905;;;BV-2135;1+600;CapDeSetmana;dg;0;0;0;3;2;1;Col.lisió d'un vehicle contra un obstacle de la calcada;Carretera convencional;5;2023;7;Carretera;Per Coordenades;Xoc amb animal a la calçada;3;8;6;Anoia;Mullat;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Pluja dèbil;No;No;No;No;No;NA;NA;NA;NA;0388754.93,4596905.99;388754;4596905;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023016829"" target=""_blank"">Informe SIDAT</a>";;388754;4596905
